"start_time","pseudo_id"
"2023-10-25 05:13:24","172"
"2023-10-25 05:14:01","172"
"2023-10-25 23:25:20","173"
"2023-10-26 00:16:09","174"
"2023-10-26 01:58:19","175"
"2023-10-26 03:28:50","176"
"2023-10-26 05:18:02","177"
"2023-10-26 07:22:02","178"
"2023-10-26 07:27:17","178"
"2023-10-26 18:26:42","179"
"2023-10-26 19:33:39","180"
"2023-10-26 21:33:46","181"
"2023-10-27 18:04:12","182"
"2023-10-27 21:39:21","183"
"2023-10-27 22:50:27","184"
"2023-10-29 18:14:06","185"
"2023-10-29 22:50:55","186"
"2023-10-30 00:10:32","187"
"2023-10-30 00:11:30","187"
"2023-10-30 04:03:00","188"
"2023-10-30 04:05:29","188"
"2023-10-30 07:22:38","189"
"2023-10-30 07:36:19","190"
"2023-10-30 08:22:48","191"
"2023-10-30 18:09:58","192"
"2023-10-30 18:14:33","193"
"2023-10-30 20:52:34","194"
"2023-10-31 04:33:09","195"
"2023-10-31 05:29:27","196"
"2023-10-31 18:29:40","197"
"2023-10-31 20:16:24","198"
"2023-11-02 02:04:33","199"
"2023-11-02 19:51:49","200"
"2023-11-02 19:52:40","200"
"2023-11-02 21:31:15","201"
"2023-11-03 07:08:39","202"
"2023-11-03 20:39:54","203"
"2023-11-03 20:40:47","203"
"2023-11-03 21:52:57","204"
"2023-11-04 06:20:41","205"
"2023-11-04 19:34:14","206"
"2023-11-05 17:43:13","207"
"2023-11-05 17:44:16","207"
"2023-11-05 19:26:47","208"
"2023-11-05 20:59:00","209"
"2023-11-05 22:37:15","210"
"2023-11-06 00:49:36","211"
"2023-11-06 01:06:32","212"
"2023-11-06 01:16:44","213"
"2023-11-06 01:21:51","214"
"2023-11-06 01:34:57","215"
"2023-11-06 02:28:32","215"
"2023-11-06 15:35:57","213"
"2023-11-06 17:20:33","216"
"2023-11-06 23:27:51","217"
"2023-11-06 23:49:39","218"
"2023-11-07 01:30:53","219"
"2023-11-07 01:40:31","220"
"2023-11-07 03:45:49","221"
"2023-11-07 04:37:55","222"
"2023-11-07 06:12:13","223"
"2023-11-07 15:00:07","224"
"2023-11-07 15:56:26","225"
"2023-11-07 16:59:23","226"
"2023-11-07 20:33:25","227"
"2023-11-07 21:12:51","228"
"2023-11-07 22:35:03","229"
"2023-11-08 00:56:08","230"
"2023-11-08 03:46:43","231"
"2023-11-08 07:02:37","230"
"2023-11-08 16:46:46","232"
"2023-11-08 17:44:52","233"
"2023-11-08 18:18:36","234"
"2023-11-08 20:59:03","235"
"2023-11-08 21:00:19","236"
